id,title,domain,domains_touched,tier,status,confidence,date_start,date_end,date_precision,prereq_count,prereqs,enables_count,enables,contested,tags
WAR-240,Guerrilla Warfare,war,diplomacy; migration,core,drafted,high,1808,1975,century,2,WAR-060; WAR-037,2,WAR-340; WAR-320,FALSE,guerrilla-warfare; insurgency; protracted-war; decolonization
WAR-250,Military Statistics and Casualty Accounting,war,nature,standard,drafted,medium,1850,1918,century,1,WAR-060,1,WAR-280,FALSE,statistics; casualty-accounting; military-administration
WAR-260,Trench and Positional Warfare Doctrine,war,engineering,core,drafted,high,1904,1918,decade,1,WAR-150,0,,FALSE,trench-warfare; positional-warfare; defensive-doctrine; western-front
WAR-270,Military Aviation Doctrine,war,engineering,core,drafted,high,1911,1945,decade,3,WAR-110; WAR-150; ENG-290,2,WAR-320; ENG-290,TRUE,aviation; strategic-bombing; air-superiority; close-air-support
WAR-275,Oil as Strategic Dependency,war,diplomacy; maritime; commerce; finance,core,drafted,high,1911,1973,decade,2,ENG-265; ENG-275,0,,TRUE,oil; anglo-persian; ploiesti; baku; embargo; opec; fuel-security
WAR-280,Psychological Operations and Propaganda,war,diplomacy,core,drafted,high,1914,1945,century,3,WAR-250; WAR-120; MED-130,0,,FALSE,propaganda; psychological-warfare; morale; mass-media
WAR-290,Total Mobilization,war,commerce; finance; law; maritime,core,drafted,high,1914,1945,century,2,WAR-200; MED-100,0,,FALSE,total-war; war-economy; industrial-mobilization; home-front
WAR-300,Chemical Warfare and International Weapons Taboos,war,diplomacy; engineering,standard,drafted,high,1915,1925,decade,0,,0,,FALSE,chemical-warfare; poison-gas; geneva-protocol; weapons-taboo
WAR-310,Mechanization and Combined Arms,war,engineering; maritime,core,drafted,high,1917,1941,decade,2,WAR-150; MED-130,0,,TRUE,mechanization; combined-arms; blitzkrieg; armor-doctrine
WAR-315,Radar and the Early-Warning System,war,engineering; maritime; nature; diplomacy,core,drafted,high,1935,1945,decade,2,MED-120; NAT-170,1,WAR-330,FALSE,radar; early-warning; dowding-system; air-defence; filter-room
WAR-320,Special Forces and Commando Raiding,war,,stub,drafted,high,1940,1980,decade,2,WAR-240; WAR-270,0,,FALSE,special-forces; commando; sas; oss; sof
WAR-330,Nuclear Deterrence,war,diplomacy; nature; engineering,core,drafted,high,1945,1991,decade,3,WAR-150; WAR-315; MTH-084,1,WAR-340,TRUE,nuclear-weapons; deterrence; mutually-assured-destruction; cold-war
WAR-340,Hybrid and Proxy Wars,war,diplomacy; migration,core,drafted,medium,1945,2020,era,2,WAR-330; WAR-240,0,,FALSE,proxy-war; hybrid-warfare; cold-war; cyber-warfare
